charger_id,station_id,city_id,business_date,attempts_on_day,started_on_day,tech_fails_on_day,fail_flag,users_on_day
CH-DL-03-3,ST-DL-03,DL,2026-02-24,2,2,0,0,2
CH-DL-04-1,ST-DL-04,DL,2026-02-24,12,11,1,1,12
CH-DL-04-2,ST-DL-04,DL,2026-02-24,19,18,1,1,19
CH-DL-04-3,ST-DL-04,DL,2026-02-24,3,3,0,0,3
CH-DL-05-1,ST-DL-05,DL,2026-02-24,8,8,0,0,8
CH-DL-05-2,ST-DL-05,DL,2026-02-24,10,10,0,0,10
CH-DL-05-3,ST-DL-05,DL,2026-02-24,2,2,0,0,2
CH-SH-01-1,ST-SH-01,SH,2026-02-24,9,8,1,1,9
CH-SH-01-2,ST-SH-01,SH,2026-02-24,10,10,0,0,10
CH-SH-01-3,ST-SH-01,SH,2026-02-24,3,3,0,0,3
CH-SH-02-1,ST-SH-02,SH,2026-02-24,10,9,1,1,10
CH-SH-02-2,ST-SH-02,SH,2026-02-24,13,13,0,0,13
CH-SH-02-3,ST-SH-02,SH,2026-02-24,5,5,0,0,5
CH-SH-03-1,ST-SH-03,SH,2026-02-24,6,6,0,0,6
CH-SH-03-2,ST-SH-03,SH,2026-02-24,2,2,0,0,2
CH-SH-03-3,ST-SH-03,SH,2026-02-24,2,1,1,1,2
CH-SH-04-1,ST-SH-04,SH,2026-02-24,16,15,1,1,15
CH-SH-04-2,ST-SH-04,SH,2026-02-24,12,12,0,0,12
CH-SH-04-3,ST-SH-04,SH,2026-02-24,4,4,0,0,4
CH-SH-05-1,ST-SH-05,SH,2026-02-24,9,9,0,0,9
CH-SH-05-2,ST-SH-05,SH,2026-02-24,9,9,0,0,9
CH-SH-05-3,ST-SH-05,SH,2026-02-24,4,4,0,0,4
CH-SY-01-1,ST-SY-01,SY,2026-02-24,9,9,0,0,9
CH-SY-01-2,ST-SY-01,SY,2026-02-24,9,9,0,0,9
CH-SY-01-3,ST-SY-01,SY,2026-02-24,2,2,0,0,2
CH-SY-02-1,ST-SY-02,SY,2026-02-24,14,14,0,0,13
CH-SY-02-2,ST-SY-02,SY,2026-02-24,16,16,0,0,16
CH-SY-02-3,ST-SY-02,SY,2026-02-24,6,6,0,0,6
CH-SY-03-1,ST-SY-03,SY,2026-02-24,5,4,1,1,5
CH-SY-03-2,ST-SY-03,SY,2026-02-24,2,2,0,0,2
CH-SY-03-3,ST-SY-03,SY,2026-02-24,2,2,0,0,2
CH-SY-04-1,ST-SY-04,SY,2026-02-24,17,14,3,1,17
CH-SY-04-2,ST-SY-04,SY,2026-02-24,20,20,0,0,19
CH-SY-04-3,ST-SY-04,SY,2026-02-24,5,5,0,0,5
CH-SY-05-1,ST-SY-05,SY,2026-02-24,9,9,0,0,9
CH-SY-05-2,ST-SY-05,SY,2026-02-24,6,6,0,0,6
CH-SY-05-3,ST-SY-05,SY,2026-02-24,3,3,0,0,3
CH-SZ-01-1,ST-SZ-01,SZ,2026-02-24,9,9,0,0,9
CH-SZ-01-2,ST-SZ-01,SZ,2026-02-24,13,12,1,1,13
CH-SZ-01-3,ST-SZ-01,SZ,2026-02-24,5,5,0,0,5
CH-SZ-02-1,ST-SZ-02,SZ,2026-02-24,12,11,1,1,12
CH-SZ-02-2,ST-SZ-02,SZ,2026-02-24,14,14,0,0,14
CH-SZ-02-3,ST-SZ-02,SZ,2026-02-24,4,4,0,0,4
CH-SZ-03-1,ST-SZ-03,SZ,2026-02-24,6,6,0,0,6
CH-SZ-03-2,ST-SZ-03,SZ,2026-02-24,2,2,0,0,2
CH-SZ-03-3,ST-SZ-03,SZ,2026-02-24,3,3,0,0,3
CH-SZ-04-1,ST-SZ-04,SZ,2026-02-24,14,14,0,0,14
CH-SZ-04-2,ST-SZ-04,SZ,2026-02-24,24,21,3,1,24
CH-SZ-04-3,ST-SZ-04,SZ,2026-02-24,5,5,0,0,5
CH-SZ-05-1,ST-SZ-05,SZ,2026-02-24,10,9,1,1,10
CH-SZ-05-2,ST-SZ-05,SZ,2026-02-24,10,9,1,1,10
CH-SZ-05-3,ST-SZ-05,SZ,2026-02-24,3,3,0,0,3
CH-BJ-01-1,ST-BJ-01,BJ,2026-02-25,13,13,0,0,13
CH-BJ-01-2,ST-BJ-01,BJ,2026-02-25,13,12,1,1,13
CH-BJ-01-3,ST-BJ-01,BJ,2026-02-25,4,4,0,0,4
CH-BJ-02-1,ST-BJ-02,BJ,2026-02-25,12,10,2,1,12
CH-BJ-02-2,ST-BJ-02,BJ,2026-02-25,16,16,0,0,16
CH-BJ-02-3,ST-BJ-02,BJ,2026-02-25,3,3,0,0,3
CH-BJ-03-1,ST-BJ-03,BJ,2026-02-25,10,9,1,1,9
CH-BJ-03-2,ST-BJ-03,BJ,2026-02-25,2,2,0,0,2
CH-BJ-03-3,ST-BJ-03,BJ,2026-02-25,3,3,0,0,3
CH-BJ-04-1,ST-BJ-04,BJ,2026-02-25,15,15,0,0,15
CH-BJ-04-2,ST-BJ-04,BJ,2026-02-25,20,20,0,0,20
CH-BJ-04-3,ST-BJ-04,BJ,2026-02-25,5,4,1,1,5
CH-BJ-05-1,ST-BJ-05,BJ,2026-02-25,11,10,1,1,11
CH-BJ-05-2,ST-BJ-05,BJ,2026-02-25,10,10,0,0,10
CH-BJ-05-3,ST-BJ-05,BJ,2026-02-25,3,3,0,0,3
CH-DL-01-1,ST-DL-01,DL,2026-02-25,9,9,0,0,9
CH-DL-01-2,ST-DL-01,DL,2026-02-25,11,10,1,1,11
CH-DL-01-3,ST-DL-01,DL,2026-02-25,5,5,0,0,5
CH-DL-02-1,ST-DL-02,DL,2026-02-25,9,8,1,1,9
CH-DL-02-2,ST-DL-02,DL,2026-02-25,13,13,0,0,13
CH-DL-02-3,ST-DL-02,DL,2026-02-25,4,4,0,0,4
CH-DL-03-1,ST-DL-03,DL,2026-02-25,9,9,0,0,9
CH-DL-03-2,ST-DL-03,DL,2026-02-25,2,2,0,0,2
CH-DL-03-3,ST-DL-03,DL,2026-02-25,3,3,0,0,3
CH-DL-04-1,ST-DL-04,DL,2026-02-25,15,15,0,0,15
CH-DL-04-2,ST-DL-04,DL,2026-02-25,17,17,0,0,17
CH-DL-04-3,ST-DL-04,DL,2026-02-25,4,4,0,0,4
CH-DL-05-1,ST-DL-05,DL,2026-02-25,5,4,1,1,5
CH-DL-05-2,ST-DL-05,DL,2026-02-25,6,6,0,0,6
CH-DL-05-3,ST-DL-05,DL,2026-02-25,2,2,0,0,2
CH-SH-01-1,ST-SH-01,SH,2026-02-25,6,6,0,0,6
CH-SH-01-2,ST-SH-01,SH,2026-02-25,8,8,0,0,8
CH-SH-01-3,ST-SH-01,SH,2026-02-25,4,4,0,0,4
CH-SH-02-1,ST-SH-02,SH,2026-02-25,8,8,0,0,8
CH-SH-02-2,ST-SH-02,SH,2026-02-25,11,11,0,0,11
CH-SH-02-3,ST-SH-02,SH,2026-02-25,4,4,0,0,4
CH-SH-03-1,ST-SH-03,SH,2026-02-25,7,7,0,0,7
CH-SH-03-2,ST-SH-03,SH,2026-02-25,2,2,0,0,2
CH-SH-03-3,ST-SH-03,SH,2026-02-25,1,1,0,0,1
CH-SH-04-1,ST-SH-04,SH,2026-02-25,10,10,0,0,9
CH-SH-04-2,ST-SH-04,SH,2026-02-25,19,19,0,0,18
CH-SH-04-3,ST-SH-04,SH,2026-02-25,5,5,0,0,5
CH-SH-05-1,ST-SH-05,SH,2026-02-25,5,4,1,1,5
CH-SH-05-2,ST-SH-05,SH,2026-02-25,11,11,0,0,11
CH-SH-05-3,ST-SH-05,SH,2026-02-25,5,5,0,0,5
CH-SY-01-1,ST-SY-01,SY,2026-02-25,5,4,1,1,5
CH-SY-01-2,ST-SY-01,SY,2026-02-25,6,6,0,0,6
CH-SY-01-3,ST-SY-01,SY,2026-02-25,2,2,0,0,2
CH-SY-02-1,ST-SY-02,SY,2026-02-25,12,12,0,0,12
CH-SY-02-2,ST-SY-02,SY,2026-02-25,15,15,0,0,15
CH-SY-02-3,ST-SY-02,SY,2026-02-25,6,6,0,0,6
CH-SY-03-1,ST-SY-03,SY,2026-02-25,5,5,0,0,5
CH-SY-03-2,ST-SY-03,SY,2026-02-25,3,3,0,0,3
CH-SY-03-3,ST-SY-03,SY,2026-02-25,2,2,0,0,2
CH-SY-04-1,ST-SY-04,SY,2026-02-25,15,15,0,0,14
CH-SY-04-2,ST-SY-04,SY,2026-02-25,20,19,1,1,20
CH-SY-04-3,ST-SY-04,SY,2026-02-25,7,7,0,0,7
CH-SY-05-1,ST-SY-05,SY,2026-02-25,5,5,0,0,5
CH-SY-05-2,ST-SY-05,SY,2026-02-25,6,6,0,0,6
CH-SY-05-3,ST-SY-05,SY,2026-02-25,5,5,0,0,5
CH-SZ-01-1,ST-SZ-01,SZ,2026-02-25,12,11,1,1,12
CH-SZ-01-2,ST-SZ-01,SZ,2026-02-25,10,10,0,0,10
CH-SZ-01-3,ST-SZ-01,SZ,2026-02-25,4,4,0,0,4
CH-SZ-02-1,ST-SZ-02,SZ,2026-02-25,12,11,1,1,12
CH-SZ-02-2,ST-SZ-02,SZ,2026-02-25,13,13,0,0,13
CH-SZ-02-3,ST-SZ-02,SZ,2026-02-25,5,5,0,0,5
CH-SZ-03-1,ST-SZ-03,SZ,2026-02-25,10,10,0,0,10
CH-SZ-03-2,ST-SZ-03,SZ,2026-02-25,3,3,0,0,3
CH-SZ-03-3,ST-SZ-03,SZ,2026-02-25,3,3,0,0,3
CH-SZ-04-1,ST-SZ-04,SZ,2026-02-25,14,14,0,0,13
CH-SZ-04-2,ST-SZ-04,SZ,2026-02-25,25,23,2,1,24
CH-SZ-04-3,ST-SZ-04,SZ,2026-02-25,5,5,0,0,5
CH-SZ-05-1,ST-SZ-05,SZ,2026-02-25,11,10,1,1,11
CH-SZ-05-2,ST-SZ-05,SZ,2026-02-25,14,14,0,0,14
CH-SZ-05-3,ST-SZ-05,SZ,2026-02-25,5,5,0,0,5
CH-BJ-01-1,ST-BJ-01,BJ,2026-02-26,7,7,0,0,7
CH-BJ-01-2,ST-BJ-01,BJ,2026-02-26,8,8,0,0,8
CH-BJ-01-3,ST-BJ-01,BJ,2026-02-26,3,3,0,0,3
CH-BJ-02-1,ST-BJ-02,BJ,2026-02-26,9,9,0,0,9
CH-BJ-02-2,ST-BJ-02,BJ,2026-02-26,14,14,0,0,14
CH-BJ-02-3,ST-BJ-02,BJ,2026-02-26,2,2,0,0,2
CH-BJ-03-1,ST-BJ-03,BJ,2026-02-26,5,4,1,1,5
CH-BJ-03-2,ST-BJ-03,BJ,2026-02-26,2,2,0,0,2
CH-BJ-03-3,ST-BJ-03,BJ,2026-02-26,4,4,0,0,4
CH-BJ-04-1,ST-BJ-04,BJ,2026-02-26,17,16,1,1,16
CH-BJ-04-2,ST-BJ-04,BJ,2026-02-26,18,17,1,1,18
CH-BJ-04-3,ST-BJ-04,BJ,2026-02-26,6,6,0,0,6
CH-BJ-05-1,ST-BJ-05,BJ,2026-02-26,6,6,0,0,6
CH-BJ-05-2,ST-BJ-05,BJ,2026-02-26,9,9,0,0,9
CH-BJ-05-3,ST-BJ-05,BJ,2026-02-26,4,4,0,0,4
CH-DL-01-1,ST-DL-01,DL,2026-02-26,13,12,1,1,13
CH-DL-01-2,ST-DL-01,DL,2026-02-26,11,11,0,0,11
CH-DL-01-3,ST-DL-01,DL,2026-02-26,5,5,0,0,5
CH-DL-02-1,ST-DL-02,DL,2026-02-26,11,11,0,0,11
CH-DL-02-2,ST-DL-02,DL,2026-02-26,18,18,0,0,18
CH-DL-02-3,ST-DL-02,DL,2026-02-26,4,4,0,0,4
CH-DL-03-1,ST-DL-03,DL,2026-02-26,8,7,1,1,8
CH-DL-03-2,ST-DL-03,DL,2026-02-26,3,3,0,0,3
CH-DL-03-3,ST-DL-03,DL,2026-02-26,2,2,0,0,2
CH-DL-04-1,ST-DL-04,DL,2026-02-26,14,13,1,1,14
CH-DL-04-2,ST-DL-04,DL,2026-02-26,24,23,1,1,23
CH-DL-04-3,ST-DL-04,DL,2026-02-26,6,6,0,0,6
CH-DL-05-1,ST-DL-05,DL,2026-02-26,7,7,0,0,7
CH-DL-05-2,ST-DL-05,DL,2026-02-26,6,6,0,0,6
CH-DL-05-3,ST-DL-05,DL,2026-02-26,4,3,1,1,4
CH-SH-01-1,ST-SH-01,SH,2026-02-26,10,9,1,1,10
CH-SH-01-2,ST-SH-01,SH,2026-02-26,9,9,0,0,9
CH-SH-01-3,ST-SH-01,SH,2026-02-26,3,3,0,0,3
CH-SH-02-1,ST-SH-02,SH,2026-02-26,13,13,0,0,13
CH-SH-02-2,ST-SH-02,SH,2026-02-26,13,12,1,1,13
CH-SH-02-3,ST-SH-02,SH,2026-02-26,4,4,0,0,4
CH-SH-03-1,ST-SH-03,SH,2026-02-26,5,5,0,0,5
CH-SH-03-2,ST-SH-03,SH,2026-02-26,2,2,0,0,2
CH-SH-03-3,ST-SH-03,SH,2026-02-26,2,2,0,0,2
CH-SH-04-1,ST-SH-04,SH,2026-02-26,10,9,1,1,10
CH-SH-04-2,ST-SH-04,SH,2026-02-26,13,13,0,0,13
CH-SH-04-3,ST-SH-04,SH,2026-02-26,5,5,0,0,5
CH-SH-05-1,ST-SH-05,SH,2026-02-26,8,7,1,1,8
CH-SH-05-2,ST-SH-05,SH,2026-02-26,9,9,0,0,9
CH-SH-05-3,ST-SH-05,SH,2026-02-26,4,4,0,0,4
CH-SY-01-1,ST-SY-01,SY,2026-02-26,12,9,3,1,12
CH-SY-01-2,ST-SY-01,SY,2026-02-26,9,9,0,0,9
CH-SY-01-3,ST-SY-01,SY,2026-02-26,4,4,0,0,4
CH-SY-02-1,ST-SY-02,SY,2026-02-26,11,11,0,0,11
CH-SY-02-2,ST-SY-02,SY,2026-02-26,12,12,0,0,12
CH-SY-02-3,ST-SY-02,SY,2026-02-26,4,4,0,0,4
CH-SY-03-1,ST-SY-03,SY,2026-02-26,9,8,1,1,9
CH-SY-03-2,ST-SY-03,SY,2026-02-26,3,3,0,0,3
CH-SY-03-3,ST-SY-03,SY,2026-02-26,3,3,0,0,3
CH-SY-04-1,ST-SY-04,SY,2026-02-26,17,17,0,0,16
CH-SY-04-2,ST-SY-04,SY,2026-02-26,15,15,0,0,15
CH-SY-04-3,ST-SY-04,SY,2026-02-26,6,6,0,0,6
CH-SY-05-1,ST-SY-05,SY,2026-02-26,5,5,0,0,5
CH-SY-05-2,ST-SY-05,SY,2026-02-26,7,7,0,0,7
CH-SY-05-3,ST-SY-05,SY,2026-02-26,3,3,0,0,3
CH-SZ-01-1,ST-SZ-01,SZ,2026-02-26,8,8,0,0,8
CH-SZ-01-2,ST-SZ-01,SZ,2026-02-26,10,10,0,0,10
CH-SZ-01-3,ST-SZ-01,SZ,2026-02-26,3,3,0,0,3
CH-SZ-02-1,ST-SZ-02,SZ,2026-02-26,11,11,0,0,11
CH-SZ-02-2,ST-SZ-02,SZ,2026-02-26,15,14,1,1,15
CH-SZ-02-3,ST-SZ-02,SZ,2026-02-26,4,4,0,0,4
CH-SZ-03-1,ST-SZ-03,SZ,2026-02-26,8,8,0,0,8
CH-SZ-03-2,ST-SZ-03,SZ,2026-02-26,3,3,0,0,3
CH-SZ-03-3,ST-SZ-03,SZ,2026-02-26,4,4,0,0,4
CH-SZ-04-1,ST-SZ-04,SZ,2026-02-26,17,17,0,0,17
CH-SZ-04-2,ST-SZ-04,SZ,2026-02-26,24,23,1,1,24
CH-SZ-04-3,ST-SZ-04,SZ,2026-02-26,5,5,0,0,5
CH-SZ-05-1,ST-SZ-05,SZ,2026-02-26,7,7,0,0,7
CH-SZ-05-2,ST-SZ-05,SZ,2026-02-26,8,7,1,1,8
CH-SZ-05-3,ST-SZ-05,SZ,2026-02-26,4,4,0,0,4
CH-BJ-01-1,ST-BJ-01,BJ,2026-02-27,12,10,2,1,12
CH-BJ-01-2,ST-BJ-01,BJ,2026-02-27,12,12,0,0,12
CH-BJ-01-3,ST-BJ-01,BJ,2026-02-27,4,4,0,0,4
CH-BJ-02-1,ST-BJ-02,BJ,2026-02-27,14,12,2,1,14
CH-BJ-02-2,ST-BJ-02,BJ,2026-02-27,16,14,2,1,16
CH-BJ-02-3,ST-BJ-02,BJ,2026-02-27,5,4,1,1,5
CH-BJ-03-1,ST-BJ-03,BJ,2026-02-27,5,5,0,0,5
CH-BJ-03-2,ST-BJ-03,BJ,2026-02-27,2,2,0,0,2
CH-BJ-03-3,ST-BJ-03,BJ,2026-02-27,1,1,0,0,1
CH-BJ-04-1,ST-BJ-04,BJ,2026-02-27,14,14,0,0,13
CH-BJ-04-2,ST-BJ-04,BJ,2026-02-27,22,21,1,1,22
CH-BJ-04-3,ST-BJ-04,BJ,2026-02-27,4,4,0,0,4
CH-BJ-05-1,ST-BJ-05,BJ,2026-02-27,7,7,0,0,7
CH-BJ-05-2,ST-BJ-05,BJ,2026-02-27,13,13,0,0,13
CH-BJ-05-3,ST-BJ-05,BJ,2026-02-27,3,3,0,0,3
CH-DL-01-1,ST-DL-01,DL,2026-02-27,4,4,0,0,4
CH-DL-01-2,ST-DL-01,DL,2026-02-27,12,12,0,0,12
CH-DL-01-3,ST-DL-01,DL,2026-02-27,4,4,0,0,4
CH-DL-02-1,ST-DL-02,DL,2026-02-27,11,11,0,0,11
CH-DL-02-2,ST-DL-02,DL,2026-02-27,9,9,0,0,9
CH-DL-02-3,ST-DL-02,DL,2026-02-27,4,4,0,0,4
CH-DL-03-1,ST-DL-03,DL,2026-02-27,7,7,0,0,7
CH-DL-03-2,ST-DL-03,DL,2026-02-27,3,3,0,0,3
CH-DL-03-3,ST-DL-03,DL,2026-02-27,2,2,0,0,2
CH-DL-04-1,ST-DL-04,DL,2026-02-27,13,11,2,1,13
CH-DL-04-2,ST-DL-04,DL,2026-02-27,19,18,1,1,18
CH-DL-04-3,ST-DL-04,DL,2026-02-27,4,4,0,0,4
CH-DL-05-1,ST-DL-05,DL,2026-02-27,10,9,1,1,10
CH-DL-05-2,ST-DL-05,DL,2026-02-27,11,10,1,1,11
CH-DL-05-3,ST-DL-05,DL,2026-02-27,4,4,0,0,4
CH-SH-01-1,ST-SH-01,SH,2026-02-27,8,7,1,1,8
CH-SH-01-2,ST-SH-01,SH,2026-02-27,12,11,1,1,12
CH-SH-01-3,ST-SH-01,SH,2026-02-27,4,4,0,0,4
CH-SH-02-1,ST-SH-02,SH,2026-02-27,8,7,1,1,8
CH-SH-02-2,ST-SH-02,SH,2026-02-27,10,10,0,0,10
CH-SH-02-3,ST-SH-02,SH,2026-02-27,2,2,0,0,2
CH-SH-03-1,ST-SH-03,SH,2026-02-27,6,6,0,0,6
CH-SH-03-2,ST-SH-03,SH,2026-02-27,3,3,0,0,3
CH-SH-03-3,ST-SH-03,SH,2026-02-27,3,3,0,0,3
CH-SH-04-1,ST-SH-04,SH,2026-02-27,11,11,0,0,11
CH-SH-04-2,ST-SH-04,SH,2026-02-27,14,14,0,0,13
CH-SH-04-3,ST-SH-04,SH,2026-02-27,3,3,0,0,3
CH-SH-05-1,ST-SH-05,SH,2026-02-27,11,10,1,1,11
CH-SH-05-2,ST-SH-05,SH,2026-02-27,9,9,0,0,9
CH-SH-05-3,ST-SH-05,SH,2026-02-27,4,4,0,0,4
CH-SY-01-1,ST-SY-01,SY,2026-02-27,9,8,1,1,9
CH-SY-01-2,ST-SY-01,SY,2026-02-27,8,8,0,0,8
CH-SY-01-3,ST-SY-01,SY,2026-02-27,4,4,0,0,4
CH-SY-02-1,ST-SY-02,SY,2026-02-27,6,6,0,0,6
CH-SY-02-2,ST-SY-02,SY,2026-02-27,8,8,0,0,8
CH-SY-02-3,ST-SY-02,SY,2026-02-27,3,3,0,0,3
CH-SY-03-1,ST-SY-03,SY,2026-02-27,8,8,0,0,8
CH-SY-03-2,ST-SY-03,SY,2026-02-27,2,2,0,0,2
CH-SY-03-3,ST-SY-03,SY,2026-02-27,2,2,0,0,2
CH-SY-04-1,ST-SY-04,SY,2026-02-27,13,13,0,0,13
CH-SY-04-2,ST-SY-04,SY,2026-02-27,20,19,1,1,20
CH-SY-04-3,ST-SY-04,SY,2026-02-27,5,5,0,0,5
CH-SY-05-1,ST-SY-05,SY,2026-02-27,8,8,0,0,8
CH-SY-05-2,ST-SY-05,SY,2026-02-27,8,8,0,0,8
CH-SY-05-3,ST-SY-05,SY,2026-02-27,3,3,0,0,3
CH-SZ-01-1,ST-SZ-01,SZ,2026-02-27,8,7,1,1,8
CH-SZ-01-2,ST-SZ-01,SZ,2026-02-27,14,14,0,0,14
CH-SZ-01-3,ST-SZ-01,SZ,2026-02-27,4,3,1,1,4
CH-SZ-02-1,ST-SZ-02,SZ,2026-02-27,6,6,0,0,6
CH-SZ-02-2,ST-SZ-02,SZ,2026-02-27,11,11,0,0,11
CH-SZ-02-3,ST-SZ-02,SZ,2026-02-27,3,3,0,0,3
CH-SZ-03-1,ST-SZ-03,SZ,2026-02-27,9,9,0,0,9
CH-SZ-03-2,ST-SZ-03,SZ,2026-02-27,2,2,0,0,2
CH-SZ-03-3,ST-SZ-03,SZ,2026-02-27,2,2,0,0,2
CH-SZ-04-1,ST-SZ-04,SZ,2026-02-27,12,12,0,0,12
CH-SZ-04-2,ST-SZ-04,SZ,2026-02-27,21,21,0,0,21
CH-SZ-04-3,ST-SZ-04,SZ,2026-02-27,5,4,1,1,5
CH-SZ-05-1,ST-SZ-05,SZ,2026-02-27,7,6,1,1,7
CH-SZ-05-2,ST-SZ-05,SZ,2026-02-27,4,4,0,0,4
CH-SZ-05-3,ST-SZ-05,SZ,2026-02-27,4,4,0,0,4
CH-BJ-01-1,ST-BJ-01,BJ,2026-02-28,9,8,1,1,9
CH-BJ-01-2,ST-BJ-01,BJ,2026-02-28,10,10,0,0,10
CH-BJ-01-3,ST-BJ-01,BJ,2026-02-28,3,3,0,0,3
CH-BJ-02-1,ST-BJ-02,BJ,2026-02-28,8,8,0,0,8
CH-BJ-02-2,ST-BJ-02,BJ,2026-02-28,14,14,0,0,14
CH-BJ-02-3,ST-BJ-02,BJ,2026-02-28,6,6,0,0,6
CH-BJ-03-1,ST-BJ-03,BJ,2026-02-28,6,5,1,1,6
CH-BJ-03-2,ST-BJ-03,BJ,2026-02-28,2,2,0,0,2
CH-BJ-03-3,ST-BJ-03,BJ,2026-02-28,2,2,0,0,2
CH-BJ-04-1,ST-BJ-04,BJ,2026-02-28,16,15,1,1,16
CH-BJ-04-2,ST-BJ-04,BJ,2026-02-28,16,16,0,0,15
CH-BJ-04-3,ST-BJ-04,BJ,2026-02-28,3,3,0,0,3
CH-BJ-05-1,ST-BJ-05,BJ,2026-02-28,12,11,1,1,12
CH-BJ-05-2,ST-BJ-05,BJ,2026-02-28,10,10,0,0,10
CH-BJ-05-3,ST-BJ-05,BJ,2026-02-28,4,4,0,0,4
CH-DL-01-1,ST-DL-01,DL,2026-02-28,9,7,2,1,9
CH-DL-01-2,ST-DL-01,DL,2026-02-28,12,12,0,0,12
CH-DL-01-3,ST-DL-01,DL,2026-02-28,4,4,0,0,4
CH-DL-02-1,ST-DL-02,DL,2026-02-28,14,13,1,1,14
CH-DL-02-2,ST-DL-02,DL,2026-02-28,18,17,1,1,18
CH-DL-02-3,ST-DL-02,DL,2026-02-28,4,4,0,0,4
CH-DL-03-1,ST-DL-03,DL,2026-02-28,9,9,0,0,9
CH-DL-03-2,ST-DL-03,DL,2026-02-28,2,2,0,0,2
CH-DL-03-3,ST-DL-03,DL,2026-02-28,3,3,0,0,3
CH-DL-04-1,ST-DL-04,DL,2026-02-28,17,15,2,1,17
CH-DL-04-2,ST-DL-04,DL,2026-02-28,24,24,0,0,23
CH-DL-04-3,ST-DL-04,DL,2026-02-28,5,5,0,0,5
CH-DL-05-1,ST-DL-05,DL,2026-02-28,7,7,0,0,7
CH-DL-05-2,ST-DL-05,DL,2026-02-28,6,6,0,0,6
CH-DL-05-3,ST-DL-05,DL,2026-02-28,3,3,0,0,3
CH-SH-01-1,ST-SH-01,SH,2026-02-28,11,10,1,1,11
CH-SH-01-2,ST-SH-01,SH,2026-02-28,8,8,0,0,8
CH-SH-01-3,ST-SH-01,SH,2026-02-28,4,4,0,0,4
CH-SH-02-1,ST-SH-02,SH,2026-02-28,8,8,0,0,8
CH-SH-02-2,ST-SH-02,SH,2026-02-28,14,14,0,0,14
CH-SH-02-3,ST-SH-02,SH,2026-02-28,4,4,0,0,4
CH-SH-03-1,ST-SH-03,SH,2026-02-28,10,10,0,0,10
CH-SH-03-2,ST-SH-03,SH,2026-02-28,2,2,0,0,2
CH-SH-03-3,ST-SH-03,SH,2026-02-28,2,2,0,0,2
CH-SH-04-1,ST-SH-04,SH,2026-02-28,12,11,1,1,12
CH-SH-04-2,ST-SH-04,SH,2026-02-28,17,17,0,0,17
CH-SH-04-3,ST-SH-04,SH,2026-02-28,3,3,0,0,3
CH-SH-05-1,ST-SH-05,SH,2026-02-28,6,5,1,1,6
CH-SH-05-2,ST-SH-05,SH,2026-02-28,6,6,0,0,6
CH-SH-05-3,ST-SH-05,SH,2026-02-28,3,3,0,0,3
CH-SY-01-1,ST-SY-01,SY,2026-02-28,9,9,0,0,9
CH-SY-01-2,ST-SY-01,SY,2026-02-28,8,8,0,0,8
CH-SY-01-3,ST-SY-01,SY,2026-02-28,4,4,0,0,4
CH-SY-02-1,ST-SY-02,SY,2026-02-28,13,13,0,0,13
CH-SY-02-2,ST-SY-02,SY,2026-02-28,14,14,0,0,14
CH-SY-02-3,ST-SY-02,SY,2026-02-28,6,6,0,0,6
CH-SY-03-1,ST-SY-03,SY,2026-02-28,6,5,1,1,6
CH-SY-03-2,ST-SY-03,SY,2026-02-28,3,3,0,0,3
CH-SY-03-3,ST-SY-03,SY,2026-02-28,2,2,0,0,2
CH-SY-04-1,ST-SY-04,SY,2026-02-28,16,16,0,0,15
CH-SY-04-2,ST-SY-04,SY,2026-02-28,22,22,0,0,22
CH-SY-04-3,ST-SY-04,SY,2026-02-28,6,6,0,0,6
CH-SY-05-1,ST-SY-05,SY,2026-02-28,8,8,0,0,8
CH-SY-05-2,ST-SY-05,SY,2026-02-28,11,11,0,0,11
CH-SY-05-3,ST-SY-05,SY,2026-02-28,4,4,0,0,4
CH-SZ-01-1,ST-SZ-01,SZ,2026-02-28,5,4,1,1,5
CH-SZ-01-2,ST-SZ-01,SZ,2026-02-28,11,11,0,0,11
CH-SZ-01-3,ST-SZ-01,SZ,2026-02-28,6,6,0,0,6
CH-SZ-02-1,ST-SZ-02,SZ,2026-02-28,6,6,0,0,6
CH-SZ-02-2,ST-SZ-02,SZ,2026-02-28,12,12,0,0,12
CH-SZ-02-3,ST-SZ-02,SZ,2026-02-28,3,3,0,0,3
CH-SZ-03-1,ST-SZ-03,SZ,2026-02-28,7,7,0,0,7
CH-SZ-03-2,ST-SZ-03,SZ,2026-02-28,3,3,0,0,3
CH-SZ-03-3,ST-SZ-03,SZ,2026-02-28,3,3,0,0,3
CH-SZ-04-1,ST-SZ-04,SZ,2026-02-28,14,14,0,0,14
CH-SZ-04-2,ST-SZ-04,SZ,2026-02-28,20,19,1,1,20
CH-SZ-04-3,ST-SZ-04,SZ,2026-02-28,4,4,0,0,4
CH-SZ-05-1,ST-SZ-05,SZ,2026-02-28,10,9,1,1,10
CH-SZ-05-2,ST-SZ-05,SZ,2026-02-28,12,12,0,0,12
CH-SZ-05-3,ST-SZ-05,SZ,2026-02-28,4,4,0,0,4
CH-BJ-01-1,ST-BJ-01,BJ,2026-03-01,5,5,0,0,5
CH-BJ-01-2,ST-BJ-01,BJ,2026-03-01,4,4,0,0,4
CH-BJ-01-3,ST-BJ-01,BJ,2026-03-01,2,2,0,0,2
CH-BJ-02-1,ST-BJ-02,BJ,2026-03-01,14,12,2,1,14
